train,test,task,finetune_pct,tabpfn_auroc,tabpfn_se,hm_auroc,hm_se,delta_tabpfn_minus_hm,winner
India,China,3c,40,0.7921758453975674,0.0245935640352599,0.7626780021503221,0.0206351038776692,0.029497843247245248,TabPFN-v3
India,China,3c,50,0.8082838751839068,0.024307292740385,0.7738593014237398,0.0173894120396426,0.03442457376016694,TabPFN-v3
India,UK,3c,10,0.7099920563593358,0.0221726651302059,0.6999503984530236,0.0215212794520712,0.010041657906312174,TabPFN-v3
India,UK,3c,20,0.7605904478420286,0.0227635942966259,0.7390258994304948,0.0208638776146792,0.021564548411533768,TabPFN-v3
India,UK,3c,30,0.7861700362998197,0.0191340800114953,0.7640647494232756,0.0188842056236813,0.022105286876544117,TabPFN-v3
India,UK,3c,40,0.810257709646331,0.0159875960883559,0.775108908958463,0.0180697197634988,0.035148800687868076,TabPFN-v3
India,UK,3c,50,0.8161407685192472,0.0162273077265062,0.7877438174199642,0.0165094036883597,0.028396951099282974,TabPFN-v3
India,Mexico,3c,10,0.6467097862587766,0.026552841680617,0.6327619658421875,0.0302193326323233,0.013947820416589152,TabPFN-v3
India,Mexico,3c,20,0.7188028257648089,0.0321824209803644,0.7134730598276442,0.0309626537902148,0.005329765937164721,TabPFN-v3
India,Mexico,3c,30,0.7471332441911003,0.0258350396203098,0.7494908665439357,0.0253842296803849,-0.002357622352835431,HM(RF)
India,Mexico,3c,40,0.7885838844210769,0.0321418317746432,0.762299724235911,0.0390463748290553,0.026284160185165883,TabPFN-v3
India,Mexico,3c,50,0.8065356136657931,0.0300597274801762,0.7806106067673456,0.0366097702868248,0.025925006898447456,TabPFN-v3
India,Italy,3c,10,0.7769292219568861,0.0081497780924313,0.7522826299026708,0.0074736979193647,0.024646592054215266,TabPFN-v3
India,Italy,3c,20,0.8108287827304979,0.0080247643165603,0.7847543838340238,0.0077443041271475,0.026074398896474005,TabPFN-v3
India,Italy,3c,30,0.8275546419904976,0.0069758015695518,0.7968087185598871,0.0064917682834304,0.030745923430610445,TabPFN-v3
India,Italy,3c,40,0.8361556892012139,0.0070786579756988,0.8069470258390637,0.0065817337607031,0.02920866336215011,TabPFN-v3
India,Italy,3c,50,0.8440977824836946,0.0068765689660867,0.8151035868079489,0.0065196695154397,0.028994195675745682,TabPFN-v3
India,Mongolia,3c,10,0.7653901548213742,0.0154506679160616,0.7507351063363231,0.0158385540299154,0.014655048485051059,TabPFN-v3
India,Mongolia,3c,20,0.8074615854305964,0.0121940840440558,0.7847586567565706,0.0124979974086315,0.02270292867402579,TabPFN-v3
India,Mongolia,3c,30,0.830938971351717,0.0125870928114372,0.7923871954954358,0.0126595263350099,0.03855177585628122,TabPFN-v3
India,Mongolia,3c,40,0.8393603585584792,0.0118014536085257,0.8024723645100117,0.0119370834831116,0.03688799404846754,TabPFN-v3
India,Mongolia,3c,50,0.847093426077971,0.0115180520115365,0.811700030557571,0.0112752663409744,0.035393395520399995,TabPFN-v3
Paraguay,India,3c,10,0.6491428616691235,0.0381283183442429,0.5840806589521272,0.0399615210977546,0.06506220271699625,TabPFN-v3
Paraguay,India,3c,20,0.667626214631676,0.03277554767506,0.6138154426748499,0.0297950599787754,0.05381077195682615,TabPFN-v3
Paraguay,India,3c,30,0.7150220279923242,0.0308515081784378,0.6731129486907927,0.0312164671165123,0.04190907930153143,TabPFN-v3
Paraguay,India,3c,40,0.7152175723506436,0.0299380643869255,0.6577807348095672,0.0416409161945121,0.057436837541076424,TabPFN-v3
Paraguay,India,3c,50,0.7327119731233053,0.0335624946819033,0.6822141435714151,0.0347131317488801,0.050497829551890194,TabPFN-v3
Paraguay,Denmark,3c,10,0.5963066544161885,0.0170555183967754,0.5821744531684888,0.0264848767675154,0.01413220124769965,TabPFN-v3
Paraguay,Denmark,3c,20,0.6368402758543156,0.0194497505549698,0.585665860639652,0.03177449582315,0.05117441521466359,TabPFN-v3
